LM_ID,ABBREVIATION,SYNONYMS
LMGL03016611,TG 59:6,TG(59:6); TG(18:4_20:2_21:0)
LMGL03016612,TG 60:6,TG(60:6); TG(18:4_20:2_22:0)
LMGL03016613,TG 60:7,TG(60:7); TG(18:4_20:2_22:1)
LMGL03016614,TG 60:8,TG(60:8); TG(18:4_20:2_22:2)
LMGL03016615,TG 60:9,TG(60:9); TG(18:4_20:2_22:3)
LMGL03016616,TG 60:10,TG(60:10); TG(18:4_20:2_22:4)
LMGL03016617,TG 60:11,TG(60:11); TG(18:4_20:2_22:5)
LMGL03016618,TG 60:12,TG(60:12); TG(18:4_20:2_22:6)
LMGL03016619,TG 58:11,TG(58:11); TG(18:4_20:3_20:4)
LMGL03016620,TG 58:12,TG(58:12); TG(18:4_20:3_20:5)
LMGL03016621,TG 59:7,TG(59:7); TG(18:4_20:3_21:0)
LMGL03016622,TG 60:7,TG(60:7); TG(18:4_20:3_22:0)
LMGL03016623,TG 60:8,TG(60:8); TG(18:4_20:3_22:1)
LMGL03016624,TG 60:9,TG(60:9); TG(18:4_20:3_22:2)
LMGL03016625,TG 60:10,TG(60:10); TG(18:4_20:3_22:3)
LMGL03016626,TG 60:11,TG(60:11); TG(18:4_20:3_22:4)
LMGL03016627,TG 60:12,TG(60:12); TG(18:4_20:3_22:5)
LMGL03016628,TG 60:13,TG(60:13); TG(18:4_20:3_22:6)
LMGL03016629,TG 58:13,TG(58:13); TG(18:4_20:4_20:5)
LMGL03016630,TG 59:8,TG(59:8); TG(18:4_20:4_21:0)
LMGL03016631,TG 60:8,TG(60:8); TG(18:4_20:4_22:0)
LMGL03016632,TG 60:9,TG(60:9); TG(18:4_20:4_22:1)
LMGL03016633,TG 60:10,TG(60:10); TG(18:4_20:4_22:2)
LMGL03016634,TG 60:11,TG(60:11); TG(18:4_20:4_22:3)
LMGL03016635,TG 60:12,TG(60:12); TG(18:4_20:4_22:4)
LMGL03016636,TG 60:13,TG(60:13); TG(18:4_20:4_22:5)
LMGL03016637,TG 60:14,TG(60:14); TG(18:4_20:4_22:6)
LMGL03016638,TG 59:9,TG(59:9); TG(18:4_20:5_21:0)
LMGL03016639,TG 60:9,TG(60:9); TG(18:4_20:5_22:0)
LMGL03016640,TG 60:10,TG(60:10); TG(18:4_20:5_22:1)
LMGL03016641,TG 60:11,TG(60:11); TG(18:4_20:5_22:2)
LMGL03016642,TG 60:12,TG(60:12); TG(18:4_20:5_22:3)
LMGL03016643,TG 60:13,TG(60:13); TG(18:4_20:5_22:4)
LMGL03016644,TG 60:14,TG(60:14); TG(18:4_20:5_22:5)
LMGL03016645,TG 60:15,TG(60:15); TG(18:4_20:5_22:6)
LMGL03016646,TG 61:4,TG(61:4); TG(18:4_21:0_22:0)
LMGL03016647,TG 61:5,TG(61:5); TG(18:4_21:0_22:1)
LMGL03016648,TG 61:6,TG(61:6); TG(18:4_21:0_22:2)
LMGL03016649,TG 61:7,TG(61:7); TG(18:4_21:0_22:3)
LMGL03016650,TG 61:8,TG(61:8); TG(18:4_21:0_22:4)
LMGL03016651,TG 61:9,TG(61:9); TG(18:4_21:0_22:5)
LMGL03016652,TG 61:10,TG(61:10); TG(18:4_21:0_22:6)
LMGL03016653,TG 62:5,TG(62:5); TG(18:4_22:0_22:1)
LMGL03016654,TG 62:6,TG(62:6); TG(18:4_22:0_22:2)
LMGL03016655,TG 62:7,TG(62:7); TG(18:4_22:0_22:3)
LMGL03016656,TG 62:8,TG(62:8); TG(18:4_22:0_22:4)
LMGL03016657,TG 62:9,TG(62:9); TG(18:4_22:0_22:5)
LMGL03016658,TG 62:10,TG(62:10); TG(18:4_22:0_22:6)
LMGL03016659,TG 62:7,TG(62:7); TG(18:4_22:1_22:2)
LMGL03016660,TG 62:8,TG(62:8); TG(18:4_22:1_22:3)
LMGL03016661,TG 62:9,TG(62:9); TG(18:4_22:1_22:4)
LMGL03016662,TG 62:10,TG(62:10); TG(18:4_22:1_22:5)
LMGL03016663,TG 62:11,TG(62:11); TG(18:4_22:1_22:6)
LMGL03016664,TG 62:9,TG(62:9); TG(18:4_22:2_22:3)
LMGL03016665,TG 62:10,TG(62:10); TG(18:4_22:2_22:4)
LMGL03016666,TG 62:11,TG(62:11); TG(18:4_22:2_22:5)
LMGL03016667,TG 62:12,TG(62:12); TG(18:4_22:2_22:6)
LMGL03016668,TG 62:11,TG(62:11); TG(18:4_22:3_22:4)
LMGL03016669,TG 62:12,TG(62:12); TG(18:4_22:3_22:5)
LMGL03016670,TG 62:13,TG(62:13); TG(18:4_22:3_22:6)
LMGL03016671,TG 62:13,TG(62:13); TG(18:4_22:4_22:5)
LMGL03016672,TG 62:14,TG(62:14); TG(18:4_22:4_22:6)
LMGL03016673,TG 62:15,TG(62:15); TG(18:4_22:5_22:6)
LMGL03016674,TG 58:1,TG(58:1); TG(19:0_19:1_20:0)
LMGL03016675,TG 58:2,TG(58:2); TG(19:0_19:1_20:1)
LMGL03016676,TG 58:3,TG(58:3); TG(19:0_19:1_20:2)
LMGL03016677,TG 58:4,TG(58:4); TG(19:0_19:1_20:3)
LMGL03016678,TG 58:5,TG(58:5); TG(19:0_19:1_20:4)
LMGL03016679,TG 58:6,TG(58:6); TG(19:0_19:1_20:5)
LMGL03016680,TG 59:1,TG(59:1); TG(19:0_19:1_21:0)
LMGL03016681,TG 60:1,TG(60:1); TG(19:0_19:1_22:0)
LMGL03016682,TG 60:2,TG(60:2); TG(19:0_19:1_22:1)
LMGL03016683,TG 60:3,TG(60:3); TG(19:0_19:1_22:2)
LMGL03016684,TG 60:4,TG(60:4); TG(19:0_19:1_22:3)
LMGL03016685,TG 60:5,TG(60:5); TG(19:0_19:1_22:4)
LMGL03016686,TG 60:6,TG(60:6); TG(19:0_19:1_22:5)
LMGL03016687,TG 60:7,TG(60:7); TG(19:0_19:1_22:6)
LMGL03016688,TG 61:1,TG(61:1); TG(19:0_20:0_22:1)
LMGL03016689,TG 61:2,TG(61:2); TG(19:0_20:1_22:1)
LMGL03016690,TG 61:3,TG(61:3); TG(19:0_20:2_22:1)
LMGL03016691,TG 61:4,TG(61:4); TG(19:0_20:3_22:1)
LMGL03016692,TG 61:5,TG(61:5); TG(19:0_20:4_22:1)
LMGL03016693,TG 61:6,TG(61:6); TG(19:0_20:5_22:1)
LMGL03016694,TG 62:1,TG(62:1); TG(19:0_21:0_22:1)
LMGL03016695,TG 63:1,TG(63:1); TG(19:0_22:0_22:1)
LMGL03016696,TG 63:3,TG(63:3); TG(19:0_22:1_22:2)
LMGL03016697,TG 63:4,TG(63:4); TG(19:0_22:1_22:3)
LMGL03016698,TG 63:5,TG(63:5); TG(19:0_22:1_22:4)
LMGL03016699,TG 63:6,TG(63:6); TG(19:0_22:1_22:5)
LMGL03016700,TG 63:7,TG(63:7); TG(19:0_22:1_22:6)
LMGL03016701,TG 63:5,TG(63:5); TG(19:0_22:2_22:3)
LMGL03016702,TG 59:2,TG(59:2); TG(19:1_20:0_20:1)
LMGL03016703,TG 59:3,TG(59:3); TG(19:1_20:0_20:2)
LMGL03016704,TG 59:4,TG(59:4); TG(19:1_20:0_20:3)
LMGL03016705,TG 59:5,TG(59:5); TG(19:1_20:0_20:4)
LMGL03016706,TG 59:6,TG(59:6); TG(19:1_20:0_20:5)
LMGL03016707,TG 60:1,TG(60:1); TG(19:1_20:0_21:0)
LMGL03016708,TG 61:1,TG(61:1); TG(19:1_20:0_22:0)
LMGL03016709,TG 61:2,TG(61:2); TG(19:1_20:0_22:1)
LMGL03016710,TG 61:3,TG(61:3); TG(19:1_20:0_22:2)
LMGL03016711,TG 61:4,TG(61:4); TG(19:1_20:0_22:3)
LMGL03016712,TG 61:5,TG(61:5); TG(19:1_20:0_22:4)
LMGL03016713,TG 61:6,TG(61:6); TG(19:1_20:0_22:5)
LMGL03016714,TG 61:7,TG(61:7); TG(19:1_20:0_22:6)
LMGL03016715,TG 59:4,TG(59:4); TG(19:1_20:1_20:2)
LMGL03016716,TG 59:5,TG(59:5); TG(19:1_20:1_20:3)
LMGL03016717,TG 59:6,TG(59:6); TG(19:1_20:1_20:4)
LMGL03016718,TG 59:7,TG(59:7); TG(19:1_20:1_20:5)
LMGL03016719,TG 60:2,TG(60:2); TG(19:1_20:1_21:0)
LMGL03016720,TG 61:2,TG(61:2); TG(19:1_20:1_22:0)
LMGL03016721,TG 61:3,TG(61:3); TG(19:1_20:1_22:1)
LMGL03016722,TG 61:4,TG(61:4); TG(19:1_20:1_22:2)
LMGL03016723,TG 61:5,TG(61:5); TG(19:1_20:1_22:3)
LMGL03016724,TG 61:6,TG(61:6); TG(19:1_20:1_22:4)
LMGL03016725,TG 61:7,TG(61:7); TG(19:1_20:1_22:5)
LMGL03016726,TG 61:8,TG(61:8); TG(19:1_20:1_22:6)
LMGL03016727,TG 59:6,TG(59:6); TG(19:1_20:2_20:3)
LMGL03016728,TG 59:7,TG(59:7); TG(19:1_20:2_20:4)
LMGL03016729,TG 59:8,TG(59:8); TG(19:1_20:2_20:5)
LMGL03016730,TG 60:3,TG(60:3); TG(19:1_20:2_21:0)
LMGL03016731,TG 61:3,TG(61:3); TG(19:1_20:2_22:0)
LMGL03016732,TG 61:4,TG(61:4); TG(19:1_20:2_22:1)
LMGL03016733,TG 61:5,TG(61:5); TG(19:1_20:2_22:2)
LMGL03016734,TG 61:6,TG(61:6); TG(19:1_20:2_22:3)
LMGL03016735,TG 61:7,TG(61:7); TG(19:1_20:2_22:4)
LMGL03016736,TG 61:8,TG(61:8); TG(19:1_20:2_22:5)
LMGL03016737,TG 61:9,TG(61:9); TG(19:1_20:2_22:6)
LMGL03016738,TG 59:8,TG(59:8); TG(19:1_20:3_20:4)
LMGL03016739,TG 59:9,TG(59:9); TG(19:1_20:3_20:5)
LMGL03016740,TG 60:4,TG(60:4); TG(19:1_20:3_21:0)
LMGL03016741,TG 61:4,TG(61:4); TG(19:1_20:3_22:0)
LMGL03016742,TG 61:5,TG(61:5); TG(19:1_20:3_22:1)
LMGL03016743,TG 61:6,TG(61:6); TG(19:1_20:3_22:2)
LMGL03016744,TG 61:7,TG(61:7); TG(19:1_20:3_22:3)
LMGL03016745,TG 61:8,TG(61:8); TG(19:1_20:3_22:4)
LMGL03016746,TG 61:9,TG(61:9); TG(19:1_20:3_22:5)
LMGL03016747,TG 61:10,TG(61:10); TG(19:1_20:3_22:6)
LMGL03016748,TG 59:10,TG(59:10); TG(19:1_20:4_20:5)
LMGL03016749,TG 60:5,TG(60:5); TG(19:1_20:4_21:0)
LMGL03016750,TG 61:5,TG(61:5); TG(19:1_20:4_22:0)
LMGL03016751,TG 61:6,TG(61:6); TG(19:1_20:4_22:1)
LMGL03016752,TG 61:7,TG(61:7); TG(19:1_20:4_22:2)
LMGL03016753,TG 61:8,TG(61:8); TG(19:1_20:4_22:3)
LMGL03016754,TG 61:9,TG(61:9); TG(19:1_20:4_22:4)
LMGL03016755,TG 61:10,TG(61:10); TG(19:1_20:4_22:5)
LMGL03016756,TG 61:11,TG(61:11); TG(19:1_20:4_22:6)
LMGL03016757,TG 60:6,TG(60:6); TG(19:1_20:5_21:0)
LMGL03016758,TG 61:6,TG(61:6); TG(19:1_20:5_22:0)
LMGL03016759,TG 61:7,TG(61:7); TG(19:1_20:5_22:1)
LMGL03016760,TG 61:8,TG(61:8); TG(19:1_20:5_22:2)
LMGL03016761,TG 61:9,TG(61:9); TG(19:1_20:5_22:3)
LMGL03016762,TG 61:10,TG(61:10); TG(19:1_20:5_22:4)
LMGL03016763,TG 61:11,TG(61:11); TG(19:1_20:5_22:5)
LMGL03016764,TG 61:12,TG(61:12); TG(19:1_20:5_22:6)
LMGL03016765,TG 62:1,TG(62:1); TG(19:1_21:0_22:0)
LMGL03016766,TG 62:2,TG(62:2); TG(19:1_21:0_22:1)
LMGL03016767,TG 62:3,TG(62:3); TG(19:1_21:0_22:2)
LMGL03016768,TG 62:4,TG(62:4); TG(19:1_21:0_22:3)
LMGL03016769,TG 62:5,TG(62:5); TG(19:1_21:0_22:4)
LMGL03016770,TG 62:6,TG(62:6); TG(19:1_21:0_22:5)
LMGL03016771,TG 62:7,TG(62:7); TG(19:1_21:0_22:6)
LMGL03016772,TG 63:2,TG(63:2); TG(19:1_22:0_22:1)
LMGL03016773,TG 63:3,TG(63:3); TG(19:1_22:0_22:2)
LMGL03016774,TG 63:4,TG(63:4); TG(19:1_22:0_22:3)
LMGL03016775,TG 63:5,TG(63:5); TG(19:1_22:0_22:4)
LMGL03016776,TG 63:6,TG(63:6); TG(19:1_22:0_22:5)
LMGL03016777,TG 63:7,TG(63:7); TG(19:1_22:0_22:6)
LMGL03016778,TG 63:4,TG(63:4); TG(19:1_22:1_22:2)
LMGL03016779,TG 63:5,TG(63:5); TG(19:1_22:1_22:3)
LMGL03016780,TG 63:6,TG(63:6); TG(19:1_22:1_22:4)
LMGL03016781,TG 63:7,TG(63:7); TG(19:1_22:1_22:5)
LMGL03016782,TG 63:8,TG(63:8); TG(19:1_22:1_22:6)
LMGL03016783,TG 63:6,TG(63:6); TG(19:1_22:2_22:3)
LMGL03016784,TG 63:7,TG(63:7); TG(19:1_22:2_22:4)
LMGL03016785,TG 63:8,TG(63:8); TG(19:1_22:2_22:5)
LMGL03016786,TG 63:9,TG(63:9); TG(19:1_22:2_22:6)
LMGL03016787,TG 63:8,TG(63:8); TG(19:1_22:3_22:4)
LMGL03016788,TG 63:9,TG(63:9); TG(19:1_22:3_22:5)
LMGL03016789,TG 63:10,TG(63:10); TG(19:1_22:3_22:6)
LMGL03016790,TG 63:10,TG(63:10); TG(19:1_22:4_22:5)
LMGL03016791,TG 63:11,TG(63:11); TG(19:1_22:4_22:6)
LMGL03016792,TG 63:12,TG(63:12); TG(19:1_22:5_22:6)
LMGL03016793,TG 62:2,TG(62:2); TG(20:0_20:1_22:1)
LMGL03016794,TG 62:3,TG(62:3); TG(20:0_20:2_22:1)
LMGL03016795,TG 62:4,TG(62:4); TG(20:0_20:3_22:1)
LMGL03016796,TG 62:5,TG(62:5); TG(20:0_20:4_22:1)
LMGL03016797,TG 62:6,TG(62:6); TG(20:0_20:5_22:1)
LMGL03016798,TG 63:1,TG(63:1); TG(20:0_21:0_22:1)
LMGL03016799,TG 64:1,TG(64:1); TG(20:0_22:0_22:1)
LMGL03016800,TG 64:3,TG(64:3); TG(20:0_22:1_22:2)
LMGL03016801,TG 64:4,TG(64:4); TG(20:0_22:1_22:3)
LMGL03016802,TG 64:5,TG(64:5); TG(20:0_22:1_22:4)
LMGL03016803,TG 64:6,TG(64:6); TG(20:0_22:1_22:5)
LMGL03016804,TG 64:7,TG(64:7); TG(20:0_22:1_22:6)
LMGL03016805,TG 64:5,TG(64:5); TG(20:0_22:2_22:3)
LMGL03016806,TG 62:4,TG(62:4); TG(20:1_20:2_22:1)
LMGL03016807,TG 62:5,TG(62:5); TG(20:1_20:3_22:1)
LMGL03016808,TG 62:6,TG(62:6); TG(20:1_20:4_22:1)
LMGL03016809,TG 62:7,TG(62:7); TG(20:1_20:5_22:1)
LMGL03016810,TG 63:2,TG(63:2); TG(20:1_21:0_22:1)
LMGL03016811,TG 64:2,TG(64:2); TG(20:1_22:0_22:1)
LMGL03016812,TG 64:4,TG(64:4); TG(20:1_22:1_22:2)
LMGL03016813,TG 64:5,TG(64:5); TG(20:1_22:1_22:3)
LMGL03016814,TG 64:6,TG(64:6); TG(20:1_22:1_22:4)
LMGL03016815,TG 64:7,TG(64:7); TG(20:1_22:1_22:5)
LMGL03016816,TG 64:8,TG(64:8); TG(20:1_22:1_22:6)
LMGL03016817,TG 64:6,TG(64:6); TG(20:1_22:2_22:3)
LMGL03016818,TG 62:6,TG(62:6); TG(20:2_20:3_22:1)
LMGL03016819,TG 62:7,TG(62:7); TG(20:2_20:4_22:1)
LMGL03016820,TG 62:8,TG(62:8); TG(20:2_20:5_22:1)
LMGL03016821,TG 63:3,TG(63:3); TG(20:2_21:0_22:1)
LMGL03016822,TG 64:3,TG(64:3); TG(20:2_22:0_22:1)
LMGL03016823,TG 64:5,TG(64:5); TG(20:2_22:1_22:2)
LMGL03016824,TG 64:6,TG(64:6); TG(20:2_22:1_22:3)
LMGL03016825,TG 64:7,TG(64:7); TG(20:2_22:1_22:4)
LMGL03016826,TG 64:8,TG(64:8); TG(20:2_22:1_22:5)
LMGL03016827,TG 64:9,TG(64:9); TG(20:2_22:1_22:6)
LMGL03016828,TG 64:7,TG(64:7); TG(20:2_22:2_22:3)
LMGL03016829,TG 62:8,TG(62:8); TG(20:3_20:4_22:1)
LMGL03016830,TG 62:9,TG(62:9); TG(20:3_20:5_22:1)
LMGL03016831,TG 63:4,TG(63:4); TG(20:3_21:0_22:1)
LMGL03016832,TG 64:4,TG(64:4); TG(20:3_22:0_22:1)
LMGL03016833,TG 64:6,TG(64:6); TG(20:3_22:1_22:2)
LMGL03016834,TG 64:7,TG(64:7); TG(20:3_22:1_22:3)
LMGL03016835,TG 64:8,TG(64:8); TG(20:3_22:1_22:4)
LMGL03016836,TG 64:9,TG(64:9); TG(20:3_22:1_22:5)
LMGL03016837,TG 64:10,TG(64:10); TG(20:3_22:1_22:6)
LMGL03016838,TG 64:8,TG(64:8); TG(20:3_22:2_22:3)
LMGL03016839,TG 62:10,TG(62:10); TG(20:4_20:5_22:1)
LMGL03016840,TG 63:5,TG(63:5); TG(20:4_21:0_22:1)
LMGL03016841,TG 64:5,TG(64:5); TG(20:4_22:0_22:1)
LMGL03016842,TG 64:7,TG(64:7); TG(20:4_22:1_22:2)
LMGL03016843,TG 64:8,TG(64:8); TG(20:4_22:1_22:3)
LMGL03016844,TG 64:9,TG(64:9); TG(20:4_22:1_22:4)
LMGL03016845,TG 64:10,TG(64:10); TG(20:4_22:1_22:5)
LMGL03016846,TG 64:11,TG(64:11); TG(20:4_22:1_22:6)
LMGL03016847,TG 64:9,TG(64:9); TG(20:4_22:2_22:3)
LMGL03016848,TG 63:6,TG(63:6); TG(20:5_21:0_22:1)
LMGL03016849,TG 64:6,TG(64:6); TG(20:5_22:0_22:1)
LMGL03016850,TG 64:8,TG(64:8); TG(20:5_22:1_22:2)
LMGL03016851,TG 64:9,TG(64:9); TG(20:5_22:1_22:3)
LMGL03016852,TG 64:10,TG(64:10); TG(20:5_22:1_22:4)
LMGL03016853,TG 64:11,TG(64:11); TG(20:5_22:1_22:5)
LMGL03016854,TG 64:12,TG(64:12); TG(20:5_22:1_22:6)
LMGL03016855,TG 64:10,TG(64:10); TG(20:5_22:2_22:3)
LMGL03016856,TG 65:1,TG(65:1); TG(21:0_22:0_22:1)
LMGL03016857,TG 65:3,TG(65:3); TG(21:0_22:1_22:2)
LMGL03016858,TG 65:4,TG(65:4); TG(21:0_22:1_22:3)
LMGL03016859,TG 65:5,TG(65:5); TG(21:0_22:1_22:4)
LMGL03016860,TG 65:6,TG(65:6); TG(21:0_22:1_22:5)
LMGL03016861,TG 65:7,TG(65:7); TG(21:0_22:1_22:6)
LMGL03016862,TG 65:5,TG(65:5); TG(21:0_22:2_22:3)
LMGL03016863,TG 66:3,TG(66:3); TG(22:0_22:1_22:2)
LMGL03016864,TG 66:4,TG(66:4); TG(22:0_22:1_22:3)
LMGL03016865,TG 66:5,TG(66:5); TG(22:0_22:1_22:4)
LMGL03016866,TG 66:6,TG(66:6); TG(22:0_22:1_22:5)
LMGL03016867,TG 66:7,TG(66:7); TG(22:0_22:1_22:6)
LMGL03016868,TG 66:5,TG(66:5); TG(22:0_22:2_22:3)
LMGL03016869,TG 66:6,TG(66:6); TG(22:1_22:2_22:3)
LMGL03016870,TG 66:7,TG(66:7); TG(22:1_22:2_22:4)
LMGL03016871,TG 66:8,TG(66:8); TG(22:1_22:2_22:5)
LMGL03016872,TG 66:9,TG(66:9); TG(22:1_22:2_22:6)
LMGL03016873,TG 66:8,TG(66:8); TG(22:1_22:3_22:4)
LMGL03016874,TG 66:9,TG(66:9); TG(22:1_22:3_22:5)
LMGL03016875,TG 66:10,TG(66:10); TG(22:1_22:3_22:6)
LMGL03016876,TG 66:10,TG(66:10); TG(22:1_22:4_22:5)
LMGL03016877,TG 66:11,TG(66:11); TG(22:1_22:4_22:6)
LMGL03016878,TG 66:12,TG(66:12); TG(22:1_22:5_22:6)
LMGL03016879,TG 66:9,TG(66:9); TG(22:2_22:3_22:4)
LMGL03016880,TG 66:10,TG(66:10); TG(22:2_22:3_22:5)
LMGL03016881,TG 66:11,TG(66:11); TG(22:2_22:3_22:6)
LMGL03016882,TG 53:18;O3,Lycogaride A
LMGL03016883,TG 51:12;O2,Lycogaride B
LMGL03016884,TG 52:19;O3,Lycogaride C
LMGL03016885,TG 53:21;O3,Lycogaride D
LMGL03016886,TG 35:13;O,Lycogaride F
LMGL03016887,TG 49:14;O2,
LMGL03016888,TG 51:14;O2,
LMGL03016889,TG 53:14;O2,
LMGL03016890,TG 53:15;O2,
LMGL03016891,TG 53:19;O2,
LMGL03016892,TG 53:19;O2,
LMGL03016893,TG 53:17;O2,
LMGL03016894,TG 53:18;O2,
LMGL03016895,TG 53:20;O2,
LMGL03016896,TG 53:19;O3,
LMGL03016897,TG 53:20;O3,
LMGL03016898,TG 53:19;O3,
LMGL03016899,TG 24:1;O2,
LMGL03016900,TG 54:3;O3,"1,2,3-triricinoleyoyl-glycerol; Glyceryl triricinoleate"
LMGL03016901,TG 54:9,"1,3-dimacrocarpoyl-2-oleoyl-glycerol"
